# object_name   ref_object  relative_start_x relative_start_y   end_x end_y 
Snake4188   Snake1033  -9167 30730   5 5 
Snake4189   Snake3892  -8123 -15220   0 3 
Ladder4190   Snake2533  -18131 -23233   3 -2 
Ladder4191   Snake1824  -26509 -12193   5 -2 
Ladder4192   Snake3333  -57 24786   -5 -4 
Ladder4193   Ladder3213  -9524 -21918   2 -1 
Ladder4194   Ladder938  -10017 -5013   -3 -2 
Snake4195   Snake1926  -4721 -12138   -2 3 
Ladder4196   Snake1470  4405 -13151   -4 -5 
Ladder4197   Snake135  7986 -19308   4 -2 
Ladder4198   Ladder1602  -20725 7689   3 -1 
Snake4199   Ladder1541  2193 24129   5 4 
Snake4200   Snake2921  23283 -12616   0 5 
Snake4201   Snake856  -30230 -4805   -4 3 
Snake4202   Ladder2174  -25843 -14236   0 1 
Ladder4203   Ladder2715  30419 -3596   -5 -5 
Snake4204   Snake117  34212 11302   0 5 
Ladder4205   Snake141  -44465 12071   2 -4 
Ladder4206   Ladder975  20838 -8731   -1 -1 
Snake4207   Ladder913  2810 -779   2 4 
Snake4208   Ladder2978  -15100 -15314   -4 2 
Ladder4209   Snake2932  -18639 -3343   -1 -2 
Ladder4210   Ladder3373  33517 -13101   -4 -1 
Ladder4211   Ladder315  3146 13113   -5 -3 
Ladder4212   Ladder935  15722 34662   5 -2 
Ladder4213   Ladder2  41008 6180   0 -1 
Snake4214   Ladder3348  11289 -13114   0 3 
Ladder4215   Ladder3973  6584 21640   3 -1 
Ladder4216   Snake3484  -2854 34108   5 -4 
Snake4217   Ladder2094  -43331 -10499   0 3 
Snake4218   Ladder2828  -3112 1002   5 5 
Ladder4219   Ladder744  -644 39714   2 -3 
Ladder4220   Ladder99  -10233 38004   1 -1 
Snake4221   Snake1408  -1528 -6818   4 1 
Snake4222   Ladder2164  27855 11285   -5 5 
Ladder4223   Ladder2823  22548 33224   -2 -3 
Snake4224   Ladder1227  -1958 23435   -3 2 
Snake4225   Ladder3890  -14409 26883   0 1 
Snake4226   Snake1707  29509 -41195   2 5 
Snake4227   Ladder828  4089 -12639   1 3 
Ladder4228   Ladder208  785 7624   -5 -3 
Ladder4229   Ladder4127  27026 -37632   5 -2 
Snake4230   Ladder1378  -3687 2836   -1 3 
Snake4231   Snake1034  -9807 -31451   -4 1 
Snake4232   Snake2657  -961 -20421   4 1 
Ladder4233   Ladder2590  -8437 18823   -5 -3 
Ladder4234   Ladder2163  -28941 16887   -4 -2 
Ladder4235   Ladder2118  -7833 -18533   -1 -1 
Snake4236   Snake2134  -20538 35905   2 4 
Snake4237   Snake1545  6701 15021   -5 3 
Snake4238   Ladder3  7943 -10900   5 1 
Snake4239   Ladder1771  -14926 -16806   1 4 
Ladder4240   Ladder49  -25258 -1584   0 -1 
Ladder4241   Ladder3492  -13314 1060   -2 -2 
Snake4242   Ladder452  8342 40086   -3 5 
Snake4243   Snake601  27204 -6336   -1 2 
Ladder4244   Snake3584  -37494 804   -3 -2 
Snake4245   Snake4018  -24362 35268   4 5 
Ladder4246   Ladder130  4301 -25110   2 -5 
Ladder4247   Snake1661  24569 9915   -1 -2 
Snake4248   Snake2690  -14509 39822   -3 4 
Snake4249   Ladder1682  3821 -3008   -2 4 
Ladder4250   Snake392  -11830 -23399   4 -1 
Ladder4251   Ladder3871  -8237 -10625   0 -1 
Ladder4252   Snake1500  16712 19234   4 -3 
Ladder4253   Snake1621  -362 -24409   1 -1 
Snake4254   Snake554  7205 -11066   -4 2 
Ladder4255   Ladder2316  35280 15401   0 -5 
Ladder4256   Snake3071  3310 -23406   5 -3 
Ladder4257   Ladder1296  22039 6215   -4 -4 
Snake4258   Snake599  21595 9749   2 1 
Ladder4259   Snake527  25596 -3943   0 -4 
Snake4260   Ladder3826  -373 -25620   4 2 
Ladder4261   Ladder75  6233 -29022   -2 -1 
Ladder4262   Snake4110  9349 1219   -1 -1 
Ladder4263   Snake269  -1360 -17701   -3 -3 
Snake4264   Ladder3295  -16408 -22383   -4 1 
Snake4265   Snake253  5640 -7882   3 5 
Snake4266   Snake3643  -18870 42347   0 2 
Ladder4267   Snake3149  -11178 5911   0 -2 
Ladder4268   Ladder1156  -19697 -5797   1 -2 
Snake4269   Snake2480  11980 35301   -4 2 
Ladder4270   Ladder432  -27933 22162   -4 -5 
Snake4271   Snake756  38967 -1252   -3 4 
Snake4272   Snake750  -14700 25581   -2 2 
Ladder4273   Snake2015  -16724 -14200   -5 -1 
Snake4274   Ladder3965  5409 -733   3 4 
Ladder4275   Snake2810  41051 37251   -2 -1 
Snake4276   Ladder1783  44 5106   3 5 
Snake4277   Ladder323  -22241 1578   5 5 
Ladder4278   Ladder1038  -31354 7484   1 -1 
Snake4279   Ladder3175  4303 -23810   -1 3 
Snake4280   Ladder2067  40556 -22973   4 1 
Ladder4281   Snake3018  -2772 -8287   1 -5 
Snake4282   Ladder929  -12852 -9997   -2 3 
Ladder4283   Ladder312  18796 -27534   -4 -5 
Snake4284   Ladder4073  8297 20588   2 4 
Snake4285   Snake1793  18226 -5718   -2 1 
Snake4286   Snake1954  950 38407   4 4 
Ladder4287   Snake1852  -7989 -36088   -4 -5 
Snake4288   Ladder1093  2055 605   -1 1 
Snake4289   Ladder3749  -10039 -30793   1 1 
Ladder4290   Snake711  -12726 -1453   1 -5 
Ladder4291   Ladder1377  -246 6012   0 -2 
Ladder4292   Snake141  -32767 36231   4 -2 
Ladder4293   Snake878  3021 23496   -5 -1 
Ladder4294   Snake608  4628 -14875   -5 -3 
Snake4295   Ladder1503  2380 -20210   2 4 
Snake4296   Snake1698  27540 -10901   -1 5 
Snake4297   Snake3536  33693 -17212   4 5 
Ladder4298   Ladder1337  8167 -45194   -5 -2 
Ladder4299   Ladder3978  7666 -7422   -1 -2 
Snake4300   Snake2337  -2689 12552   5 1 
Snake4301   Ladder3777  -29492 -1475   -2 2 
Ladder4302   Snake3920  14421 -10988   -3 -4 
Ladder4303   Ladder139  2348 3741   -2 -4 
Snake4304   Ladder1439  14438 -10740   -3 4 
Ladder4305   Snake4174  11327 -8522   0 -4 
Ladder4306   Snake402  24902 21971   0 -2 
Snake4307   Snake47  -973 41655   -2 5 
Ladder4308   Snake4236  22615 -13836   0 -4 
Ladder4309   Ladder3248  4718 -21797   2 -2 
Snake4310   Snake4222  -36929 -15053   -4 4 
Ladder4311   Ladder2  31139 -24444   3 -3 
Ladder4312   Snake1630  -44674 20800   -5 -3 
Ladder4313   Snake2134  -5523 23611   -1 -4 
Ladder4314   Snake3535  -468 30006   -1 -1 
Ladder4315   Snake2645  -12904 40299   -5 -5 
Ladder4316   Ladder2661  2714 -10110   -5 -3 
Snake4317   Ladder2265  2320 21537   5 3 
Ladder4318   Ladder1061  -26211 -19544   -5 -5 
Ladder4319   Ladder3313  84 15285   3 -2 
Snake4320   Snake1292  -27272 24392   -5 4 
Snake4321   Ladder3354  8713 32131   -2 5 
Snake4322   Snake3603  -12782 -34898   3 4 
Ladder4323   Snake2343  -4146 15306   -5 -5 
Snake4324   Ladder3929  -9600 -13105   -5 2 
Snake4325   Ladder355  16055 11585   -5 1 
Snake4326   Snake1615  -14319 -15191   -3 1 
Snake4327   Snake3384  11741 -14573   -2 1 
Snake4328   Ladder2981  42379 -36905   0 2 
Ladder4329   Ladder2850  15460 -15250   -1 -1 
Ladder4330   Snake1081  -2329 -8805   4 -2 
Ladder4331   Ladder387  -25942 -27920   -5 -1 
Snake4332   Ladder3955  25580 30132   2 3 
Ladder4333   Ladder2739  14300 26260   5 -3 
Ladder4334   Snake446  -18103 2191   4 -2 
Snake4335   Snake2911  4851 -16543   -2 5 
Snake4336   Snake635  8327 -1058   3 5 
Snake4337   Snake4201  19567 8671   -5 4 
Snake4338   Snake3063  -9758 -16600   -5 2 
Snake4339   Snake4130  -2136 -24756   0 3 
Ladder4340   Ladder1327  5218 -34083   5 -2 
Ladder4341   Snake3728  5519 15208   4 -3 
Ladder4342   Ladder980  -8616 -14213   0 -1 
Ladder4343   Ladder689  -1073 6580   5 -1 
Snake4344   Ladder757  21269 9664   0 1 
Ladder4345   Ladder3087  -3689 5921   -1 -2 
Snake4346   Ladder1093  16325 10603   3 2 
Ladder4347   Ladder12  -32651 -33669   3 -4 
Snake4348   Snake3155  -20245 -26511   4 3 
Ladder4349   Snake1409  7146 -15711   -2 -5 
Snake4350   Ladder1997  -29680 -18726   2 2 
Ladder4351   Ladder530  42095 -7697   -2 -4 
Snake4352   Ladder2372  39843 -15438   5 1 
Snake4353   Ladder3519  38360 24082   2 5 
Ladder4354   Snake3074  22255 694   -2 -3 
Snake4355   Snake2338  -26580 42273   -5 5 
Snake4356   Ladder4198  19560 -16695   3 5 
Snake4357   Snake2852  8053 21965   -4 5 
Snake4358   Snake729  -9348 -1134   -5 4 
Snake4359   Ladder3419  29406 -9410   -3 1 
Snake4360   Snake3114  28442 -16133   -1 4 
Snake4361   Ladder606  -3900 11342   0 4 
Snake4362   Ladder2618  4157 -10704   2 2 
Ladder4363   Ladder4  25596 14085   -1 -1 
Snake4364   Snake64  15623 8486   -4 1 
Ladder4365   Ladder4305  -18656 35199   3 -1 
Snake4366   Snake1454  -26838 13881   1 5 
Snake4367   Ladder120  33604 -8898   5 4 
Ladder4368   Snake488  33931 -11530   3 -3 
Snake4369   Ladder1286  -6860 -9785   -2 3 
Ladder4370   Ladder2778  -16620 -20344   -2 -3 
Ladder4371   Snake599  18512 -6104   -3 -3 
Snake4372   Ladder4017  -5402 -24796   1 5 
Ladder4373   Snake1784  -9024 -19973   5 -2 
Snake4374   Snake2089  -27222 36844   0 2 
Snake4375   Snake2328  -18793 5269   -4 5 
Snake4376   Ladder245  3630 -1212   5 4 
Ladder4377   Snake3996  -24835 19073   -4 -5 
Ladder4378   Snake339  14519 -11484   5 -4 
Ladder4379   Ladder6  6816 -21287   4 -4 
Ladder4380   Snake1993  -15017 33359   -3 -3 
Ladder4381   Ladder3734  -25278 43381   4 -2 
Snake4382   Ladder905  -32100 -15830   1 4 
Ladder4383   Snake1613  14002 -29486   5 -2 
Snake4384   Snake4108  43095 -12055   -4 5 
Snake4385   Ladder584  -4993 11797   -4 4 
Snake4386   Snake1006  38018 -10174   -4 3 
Snake4387   Ladder2316  7844 -1631   5 4 
Ladder4388   Snake2641  -1070 -21555   1 -4 
Ladder4389   Snake728  -2212 6441   -5 -1 
Snake4390   Snake2792  -37063 15169   1 5 
Ladder4391   Ladder2847  28777 -48354   -3 -1 
Ladder4392   Snake3563  25028 2311   4 -4 
Ladder4393   Ladder3927  -25127 -11269   -5 -2 
Ladder4394   Snake3807  -14064 17238   3 -3 
Snake4395   Snake2979  20180 43933   1 3 
Ladder4396   Snake2058  15099 20025   1 -1 
Ladder4397   Ladder1112  -2258 22071   5 -2 
Snake4398   Snake3231  6416 -7747   -4 1 
Snake4399   Snake4173  -5364 23432   3 3 
Ladder4400   Ladder2317  6923 -27920   0 -1 
Ladder4401   Snake3513  -9204 32899   2 -4 
Snake4402   Ladder2692  22295 -9777   4 2 
Snake4403   Ladder3742  10879 -23209   4 5 
Ladder4404   Ladder904  -45934 11462   4 -1 
Snake4405   Snake3952  28035 825   2 5 
Ladder4406   Ladder1627  12626 18102   -4 -1 
Ladder4407   Snake1150  17383 -5419   0 -3 
Snake4408   Ladder1224  4588 14987   -2 2 
Snake4409   Ladder2357  4601 -3937   5 5 
Snake4410   Snake928  32532 40941   0 4 
Snake4411   Ladder740  25873 3400   -5 5 
Snake4412   Ladder3466  10038 14092   -3 5 
Snake4413   Ladder800  -11356 3633   -1 4 
Snake4414   Snake4304  -14902 2826   -5 3 
Ladder4415   Ladder798  14153 10902   2 -3 
Snake4416   Snake2270  -14545 4029   1 1 
Snake4417   Ladder2405  -4907 -14751   0 3 
Snake4418   Snake4321  31460 -34460   1 2 
Snake4419   Ladder1379  6591 25272   -4 2 
Snake4420   Snake3339  27597 24329   2 1 
Ladder4421   Snake481  -25942 4368   -4 -1 
Snake4422   Ladder89  25771 7188   5 4 
Ladder4423   Snake2539  28397 22872   4 -1 
Ladder4424   Snake3016  33624 -7909   3 -4 
Ladder4425   Snake624  -30722 38876   -5 -3 
Ladder4426   Snake2480  4154 10248   2 -2 
Ladder4427   Ladder3453  -33978 -23226   5 -4 
Snake4428   Ladder2773  -2322 -34643   0 3 
Ladder4429   Snake1320  -12878 15957   4 -4 
Ladder4430   Snake2586  -16714 12720   -2 -2 
Ladder4431   Snake4041  6436 -12436   4 -2 
Ladder4432   Snake327  -11707 4431   4 -3 
Snake4433   Snake472  -23303 -19127   5 4 
Ladder4434   Snake2598  10559 -21440   1 -4 
Snake4435   Snake2901  -9411 -9381   -5 1 
Ladder4436   Ladder330  -1468 956   -3 -2 
Snake4437   Ladder4024  -9267 -20672   0 2 
Snake4438   Snake4428  35313 23053   2 3 
Ladder4439   Snake2280  90 -27619   1 -4 
Ladder4440   Snake1434  18676 20975   -3 -4 
Ladder4441   Ladder4340  1897 10182   -2 -1 
Snake4442   Ladder431  39416 12850   3 1 
Ladder4443   Snake3776  -4666 -36852   -5 -1 
Snake4444   Snake1650  17711 1804   -3 2 
Snake4445   Snake4284  -13587 -16659   4 1 
Ladder4446   Ladder3429  16249 -2115   4 -3 
Ladder4447   Snake1442  -8389 1863   0 -3 
Snake4448   Ladder2903  2417 3433   2 3 
Snake4449   Ladder4024  9398 -12423   -3 1 
Ladder4450   Ladder3411  25404 -6202   0 -2 
Ladder4451   Ladder3030  15463 -27769   1 -2 
Snake4452   Snake2591  14031 -30683   3 1 
Ladder4453   Ladder3355  10027 -1422   -4 -1 
Snake4454   Ladder3987  -12266 19023   -1 4 
Snake4455   Ladder3990  -16258 46423   -2 3 
Ladder4456   Ladder3263  15138 -18949   -4 -1 
Ladder4457   Snake2857  16960 -34745   3 -3 
Snake4458   Snake2702  16865 -6938   1 4 
Ladder4459   Ladder2175  -2612 11489   3 -2 
Snake4460   Ladder1086  -24762 -15418   1 1 
Ladder4461   Ladder4228  -3574 -7676   -3 -4 
Ladder4462   Snake1393  1092 -34726   -3 -2 
Snake4463   Ladder238  12755 -14814   3 3 
Snake4464   Ladder2463  19370 -25200   -3 5 
Snake4465   Ladder693  27093 -26217   1 4 
Snake4466   Ladder1316  27303 35416   4 1 
Snake4467   Snake226  5262 -26119   -1 1 
Snake4468   Snake1646  16463 33726   4 1 
Snake4469   Ladder961  -5008 33887   0 1 
Ladder4470   Snake2508  21650 33453   -2 -1 
Snake4471   Snake525  8913 -12725   -2 3 
Ladder4472   Snake3393  -17298 -31099   4 -2 
Snake4473   Ladder941  -20328 -16696   -1 3 
Ladder4474   Ladder893  -8492 35461   -4 -2 
Snake4475   Snake2403  17851 24335   -5 2 
Ladder4476   Snake3438  -24981 20771   -5 -5 
Snake4477   Snake2702  -4081 -11175   5 5 
Ladder4478   Snake2318  -25806 16634   0 -5 
Ladder4479   Snake2586  -11335 3114   -5 -4 
Snake4480   Ladder2021  2614 -33903   4 3 
Snake4481   Snake2841  -11165 -14663   -5 1 
Snake4482   Ladder2535  20299 -525   2 2 
Ladder4483   Snake2985  8945 -34411   -1 -4 
Ladder4484   Snake537  22138 9663   -4 -2 
Snake4485   Ladder2499  -22794 5995   3 3 
Snake4486   Snake3184  -24559 -17032   -5 3 
Snake4487   Snake4321  30325 -11460   2 2 
Snake4488   Snake1144  -36607 3657   -3 1 
Ladder4489   Ladder3386  -29590 5412   -2 -5 
Ladder4490   Snake1640  -12972 -9651   -1 -3 
Ladder4491   Ladder3696  -18008 13679   4 -5 
Snake4492   Snake2617  -1290 -19941   -3 5 
Snake4493   Ladder1731  -2783 26345   5 4 
Ladder4494   Snake988  -5431 -17959   0 -2 
Ladder4495   Ladder468  31252 -3961   -5 -5 
Ladder4496   Snake4413  7794 -45560   0 -3 
Ladder4497   Ladder3517  -20554 11170   -4 -3 
Ladder4498   Snake610  649 -26221   -4 -1 
Snake4499   Snake4357  33940 7972   1 3 
Snake4500   Ladder2018  3935 -13908   4 3 
Ladder4501   Ladder1718  -13903 1921   1 -2 
Snake4502   Snake2962  -27167 3256   5 3 
Ladder4503   Ladder1016  -12667 -6875   4 -3 
Ladder4504   Snake1759  -15799 18045   -3 -4 
Ladder4505   Snake2919  -23190 610   -2 -3 
Ladder4506   Snake2529  -34219 25818   1 -5 
Snake4507   Snake2403  12323 48416   -2 3 
Snake4508   Ladder425  32847 -9154   -5 2 
Ladder4509   Ladder2334  -7276 -6033   -3 -1 
Ladder4510   Snake1171  -563 43175   -2 -3 
Ladder4511   Snake2258  22334 17297   2 -2 
Ladder4512   Ladder198  -34897 -18968   -5 -1 
Snake4513   Snake2382  27006 -22414   2 4 
Ladder4514   Ladder807  -18809 -12873   -1 -4 
Ladder4515   Snake959  5002 3023   4 -1 
Ladder4516   Ladder419  -9647 5105   5 -2 
Snake4517   Snake3610  20451 -4071   0 2 
Ladder4518   Snake3557  -9336 23125   0 -2 
Ladder4519   Ladder1934  -24954 -29545   0 -5 
Snake4520   Ladder1815  -24564 -15969   -5 5 
Snake4521   Ladder4343  14780 -29110   3 4 
Snake4522   Ladder3360  26296 -10038   4 3 
Ladder4523   Ladder1992  16925 17904   4 -3 
Snake4524   Ladder4024  -9689 1554   0 3 
Snake4525   Ladder3258  4645 24087   -4 3 
Ladder4526   Snake1262  7598 -9690   0 -5 
Ladder4527   Ladder1086  -31233 13277   3 -3 
Ladder4528   Ladder4436  -13888 -18647   0 -2 
Snake4529   Snake454  43334 24213   -2 4 
Snake4530   Snake823  37260 -5188   -2 5 
Snake4531   Snake1447  31309 12603   -1 5 
Snake4532   Ladder2391  -28426 44398   -4 2 
Ladder4533   Snake4030  -12426 6938   0 -5 
Snake4534   Ladder261  -8815 -15006   -5 2 
Ladder4535   Ladder387  2547 5446   3 -5 
Ladder4536   Snake3789  -29161 19746   3 -1 
Snake4537   Ladder3746  -24578 -3508   -5 2 
Ladder4538   Ladder2305  -2052 -9596   0 -4 
Snake4539   Ladder2579  -5900 -31862   -4 2 
Snake4540   Snake4200  -19952 -10219   -1 3 
Snake4541   Snake2298  44276 33249   3 2 
Ladder4542   Ladder260  -7871 -16431   -5 -3 
Snake4543   Snake2416  -6810 2520   -4 5 
Ladder4544   Ladder3826  21008 -2650   -3 -4 
Ladder4545   Ladder4533  16828 19378   1 -4 
Ladder4546   Snake46  25510 20113   5 -3 
Ladder4547   Snake2812  45177 11846   -4 -2 
Snake4548   Ladder787  8795 20565   0 3 
Ladder4549   Ladder942  -19014 38255   2 -4 
Ladder4550   Snake2947  2025 13264   -1 -4 
Snake4551   Ladder3487  -1489 27306   0 5 
Snake4552   Ladder4256  -5251 29252   -5 2 
Ladder4553   Snake1746  -26982 4166   3 -4 
Snake4554   Snake4005  -32724 14755   5 2 
Snake4555   Snake1069  29238 -5621   1 4 
Ladder4556   Snake3904  35741 27061   -5 -5 
Snake4557   Snake3642  -13534 -33447   -5 1 
Ladder4558   Ladder224  1615 -3257   5 -2 
Snake4559   Snake3953  2556 26301   -3 4 
Ladder4560   Ladder1097  -20969 -2223   1 -1 
Snake4561   Snake1669  -16351 -19524   1 2 
Ladder4562   Snake3697  -15322 718   -3 -3 
Snake4563   Snake125  -28161 -9267   0 3 
Ladder4564   Snake3490  -31233 19776   2 -3 
Ladder4565   Snake3114  33227 -35003   4 -3 
Ladder4566   Ladder3498  -2611 -30538   -4 -1 
Snake4567   Ladder2148  -440 1898   4 4 
Ladder4568   Snake2553  -5863 -6598   5 -5 
Ladder4569   Snake3114  44323 -27231   5 -2 
Ladder4570   Ladder3394  -39499 -17643   -3 -1 
Snake4571   Ladder147  -27290 -24638   2 3 
Snake4572   Ladder3545  -39541 -10892   -1 5 
Snake4573   Snake1846  -11377 -8430   -1 4 
Ladder4574   Ladder1504  20235 -2696   -3 -2 
Snake4575   Ladder4250  -6721 -4256   -2 5 
Snake4576   Ladder560  33928 5750   -3 1 
Ladder4577   Snake1432  -14810 26106   0 -1 
Snake4578   Snake292  -2340 -9750   4 1 
Ladder4579   Snake2462  45561 4832   -5 -1 
Snake4580   Ladder4196  -13169 -2733   2 1 
Snake4581   Ladder1203  7688 15579   4 2 
Ladder4582   Snake2147  -28046 -5045   0 -1 
Ladder4583   Snake2403  25750 7690   3 -2 
Ladder4584   Snake2295  11256 3748   -2 -3 
Snake4585   Snake3904  777 -1639   -3 5 
Ladder4586   Snake1844  12829 41835   -5 -2 
Ladder4587   Ladder2203  15485 3784   -5 -1 
Ladder4588   Ladder39  19814 -13444   -4 -4 
Ladder4589   Ladder2412  -4630 -26540   0 -2 
Snake4590   Ladder4273  -12169 -6373   -3 5 
Snake4591   Ladder516  401 3811   -5 4 
Ladder4592   Snake2907  -271 -11828   -1 -5 
Ladder4593   Snake1961  18345 -7927   3 -1 
Ladder4594   Snake3164  7779 7621   4 -5 
Snake4595   Ladder4503  45760 7521   -4 1 
Snake4596   Ladder1683  -5099 17373   -5 2 
Ladder4597   Snake3385  45377 -7304   -5 -1 
Snake4598   Ladder4114  -2356 -468   2 2 
Ladder4599   Ladder4211  -24238 -20171   1 -3 
Snake4600   Snake358  15258 14216   2 3 
Snake4601   Ladder2414  -675 35762   -4 4 
Ladder4602   Snake2292  -3939 26896   -5 -1 
Ladder4603   Snake1258  -22139 24328   3 -2 
Ladder4604   Ladder349  -2508 -71   -1 -1 
Ladder4605   Ladder3902  -8000 3539   0 -5 
Snake4606   Snake3914  3342 -19246   3 3 
Ladder4607   Snake340  -6470 -17427   -3 -3 
Snake4608   Ladder734  24230 31659   4 1 
Ladder4609   Snake1395  4868 -32326   -3 -2 
Ladder4610   Snake370  -35354 -14594   1 -5 
Ladder4611   Snake1076  37290 -25916   -3 -5 
Snake4612   Snake3278  -38825 27891   -5 3 
Ladder4613   Ladder1894  -16740 577   -4 -1 
Ladder4614   Ladder42  -33263 -11085   -2 -5 
Ladder4615   Ladder4109  8364 14265   -2 -5 
Snake4616   Ladder1675  -6477 8248   -2 3 
Ladder4617   Snake321  17192 6907   5 -2 
Ladder4618   Snake854  -2566 -1345   2 -4 
Ladder4619   Snake1343  10000 -25781   -4 -5 
Ladder4620   Snake2750  20272 18418   -2 -5 
Snake4621   Ladder1508  -19466 -25520   -5 5 
Ladder4622   Snake106  14632 2033   1 -4 
Ladder4623   Snake2746  -14766 19050   1 -4 
Ladder4624   Ladder743  -17376 5729   4 -2 
Snake4625   Snake3728  -27812 -11665   2 1 
Snake4626   Snake2835  -39786 -9079   -4 4 
Snake4627   Ladder1273  -9725 5302   5 5 
Ladder4628   Ladder33  12105 30989   -1 -1 
Ladder4629   Snake3846  -8257 12583   -5 -2 
Ladder4630   Ladder2839  25212 -6616   -3 -4 
Snake4631   Ladder1264  36853 13691   2 5 
Snake4632   Snake1163  -15791 -4180   2 1 
Snake4633   Ladder264  -42440 18353   -1 3 
Ladder4634   Snake501  -14940 -5105   2 -1 
Snake4635   Ladder3059  27715 -29916   0 4 
Snake4636   Snake3433  -24178 9001   -4 1 
Ladder4637   Ladder2088  -7336 9364   4 -1 
Ladder4638   Snake3113  27392 -30527   1 -3 
Snake4639   Ladder4116  923 19547   4 2 
Snake4640   Snake2441  9812 13156   -1 1 
Ladder4641   Ladder4630  -9906 18179   -3 -4 
Ladder4642   Ladder3219  19434 -19055   -3 -2 
Snake4643   Snake3104  -16370 -30899   4 5 
Snake4644   Snake2395  -20773 -165   2 1 
Ladder4645   Ladder2854  36779 3024   1 -3 
Ladder4646   Snake193  -2202 -24785   -2 -3 
Snake4647   Ladder2752  7730 -2895   0 3 
Snake4648   Ladder1602  -4571 -3788   -5 1 
Snake4649   Snake4096  -3903 17124   -3 2 
Ladder4650   Ladder190  -8121 -27387   0 -1 
Ladder4651   Snake1641  -23755 4140   -3 -1 
Ladder4652   Snake4437  33042 16978   -4 -2 
Ladder4653   Snake1644  -7413 4013   -2 -5 
Snake4654   Snake3117  -9544 7230   4 5 
Ladder4655   Ladder1388  -26699 7446   3 -2 
Snake4656   Snake527  6428 -16487   3 3 
Snake4657   Snake2332  -5597 9316   2 1 
Ladder4658   Ladder2331  -1488 -36738   2 -1 
Ladder4659   Ladder677  4479 -9533   2 -5 
Snake4660   Ladder4484  4453 -22654   -3 1 
Snake4661   Snake1657  5170 20323   -1 2 
Ladder4662   Ladder927  -10025 -12266   4 -2 
Ladder4663   Ladder4306  -36281 -44805   3 -2 
Snake4664   Snake1803  888 4367   -4 2 
Snake4665   Snake1552  20882 -23372   0 1 
Ladder4666   Snake694  18184 5956   2 -1 
Ladder4667   Snake764  11156 15066   -1 -3 
Snake4668   Snake2189  3947 11284   1 2 
Ladder4669   Snake2664  -39181 25431   -4 -4 
Ladder4670   Ladder2670  -23398 -26065   2 -2 
Ladder4671   Ladder2122  -3683 -14482   4 -5 
Snake4672   Ladder1474  -32219 3092   0 4 
Ladder4673   Ladder2074  14770 -11490   3 -5 
Ladder4674   Ladder1951  -8331 11528   0 -4 
Snake4675   Snake1188  11137 -365   -5 4 
Snake4676   Ladder3768  -34252 3907   2 3 
Ladder4677   Snake1707  -555 -1037   1 -2 
Ladder4678   Ladder825  10350 -15758   -5 -5 
Ladder4679   Snake3547  -12081 -13655   4 -1 
Ladder4680   Snake4416  40265 -15449   5 -2 
Ladder4681   Ladder4055  10571 2121   -5 -1 
Ladder4682   Ladder4406  -20815 -20366   4 -5 
Ladder4683   Ladder2752  15656 35368   2 -4 
Snake4684   Snake4276  5714 3082   2 3 
Snake4685   Ladder1949  -21500 30968   -3 4 
Ladder4686   Snake2795  -17924 -25007   -4 -4 
Snake4687   Snake4585  10959 17548   2 1 
Snake4688   Snake1033  19503 26274   -5 2 
Ladder4689   Ladder31  -30044 31664   5 -1 
Ladder4690   Snake2452  6683 34624   5 -1 
Snake4691   Ladder4421  7955 37532   -3 1 
Snake4692   Ladder4623  -3533 -38594   4 4 
Ladder4693   Snake2209  -7869 -15917   5 -3 
Snake4694   Ladder3195  -13343 29763   4 4 
Snake4695   Snake3273  8203 40572   1 1 
Snake4696   Ladder38  23885 14699   -1 1 
Ladder4697   Snake2108  -7272 -10508   4 -3 
Ladder4698   Snake1582  3295 25572   -4 -4 
Snake4699   Snake272  -12497 -45086   -5 3 
Ladder4700   Snake4438  -7610 18671   -1 -4 
Ladder4701   Snake3256  -39613 28011   0 -1 
Ladder4702   Ladder2646  19215 2505   5 -1 
Snake4703   Snake863  -3672 -10784   -1 3 
Ladder4704   Snake691  -24433 -19073   2 -2 
Snake4705   Snake2553  -33119 -14870   4 1 
Ladder4706   Snake2508  29879 -4440   -5 -2 
Snake4707   Ladder1859  4609 -7825   -5 3 
Ladder4708   Snake1047  27067 1947   1 -5 
Ladder4709   Snake2158  14880 -43456   3 -5 
Snake4710   Snake4413  16655 -42853   -5 5 
Snake4711   Snake1572  -22250 -17025   -1 3 
Ladder4712   Snake634  -6158 6266   -1 -3 
Snake4713   Snake274  -20329 8095   5 4 
Snake4714   Snake1814  10102 14191   0 4 
Snake4715   Ladder1032  9692 -8627   -3 2 
Ladder4716   Ladder420  -10433 94   3 -3 
Ladder4717   Snake1626  15523 25432   -1 -1 
Snake4718   Snake2902  831 17694   1 1 
Snake4719   Ladder2978  4303 -7179   5 4 
Ladder4720   Snake4162  3099 -3907   3 -1 
Snake4721   Ladder1536  -35 -436   1 3 
Snake4722   Ladder617  -15459 13351   3 4 
Snake4723   Snake197  18585 16062   -1 1 
Snake4724   Snake4598  -5113 14938   -2 2 
Snake4725   Ladder2064  -6288 1990   -5 1 
Snake4726   Snake2789  -17229 26265   -4 1 
Ladder4727   Snake1760  7668 -18185   4 -5 
Snake4728   Ladder960  18122 -23168   0 2 
Ladder4729   Ladder3568  -10608 -10908   2 -4 
Snake4730   Snake2684  26356 22126   -2 5 
Snake4731   Snake4139  3756 -24523   1 4 
