# object_name   ref_object  relative_start_x relative_start_y   end_x end_y 
Snake1173   Ladder967  2901 6325   -4 2 
Snake1174   Ladder114  -657 -3979   2 3 
Snake1175   Ladder97  -2771 451   5 4 
Snake1176   Ladder841  575 2419   -5 3 
Ladder1177   Ladder892  4221 1668   3 -3 
Ladder1178   Ladder707  -1014 1618   5 -5 
Snake1179   Snake625  1865 -1747   1 1 
Ladder1180   Ladder170  -7691 -2589   5 -4 
Snake1181   Ladder1153  6454 -1464   0 5 
Snake1182   Snake673  1130 -1060   -1 2 
Ladder1183   Ladder50  -3265 -2204   -1 -3 
Ladder1184   Snake742  2957 -4243   1 -4 
Ladder1185   Snake558  7169 -7417   4 -1 
Ladder1186   Snake539  -1447 -463   -4 -3 
Snake1187   Ladder281  5014 -5144   -3 2 
Snake1188   Ladder225  -3067 5182   1 2 
Ladder1189   Snake490  2388 -1263   1 -3 
Ladder1190   Snake803  3071 -3734   -4 -3 
Ladder1191   Snake536  556 -2438   -2 -2 
Snake1192   Snake464  4721 -3242   4 2 
Ladder1193   Ladder786  -873 4130   2 -2 
Snake1194   Ladder1163  411 1530   -2 4 
Snake1195   Ladder963  6598 -1714   4 1 
Snake1196   Snake796  -164 -3234   1 1 
Snake1197   Snake1176  -6086 153   1 1 
Snake1198   Snake635  -2477 -2883   -4 5 
Ladder1199   Ladder779  -2258 1040   4 -4 
Ladder1200   Snake864  6282 -4440   -4 -1 
Ladder1201   Ladder115  173 -2761   -2 -1 
Snake1202   Ladder1201  6064 -6028   -2 4 
Ladder1203   Snake525  1189 2238   -4 -1 
Ladder1204   Snake382  -4164 7200   1 -2 
Snake1205   Ladder25  1503 2846   -3 1 
Snake1206   Snake864  6444 3905   -1 2 
Snake1207   Snake1023  7452 1338   4 2 
Snake1208   Snake698  5007 1078   1 2 
Ladder1209   Snake1071  2714 -2400   -5 -1 
Snake1210   Snake1082  9259 -5843   1 3 
Ladder1211   Ladder273  -5097 -3694   -1 -4 
Snake1212   Ladder277  984 -1671   -5 5 
Snake1213   Ladder249  -1342 -464   -5 2 
Snake1214   Ladder343  -2978 -8674   1 5 
Ladder1215   Snake54  -486 8012   5 -5 
Snake1216   Ladder1048  -3928 -1834   -2 4 
Snake1217   Snake864  264 3540   -3 1 
Snake1218   Ladder851  6428 1531   -5 5 
Ladder1219   Snake560  -4095 -5150   1 -2 
Snake1220   Ladder1130  -1787 437   0 5 
Snake1221   Snake38  1492 3366   -4 2 
Ladder1222   Snake1207  -6095 -3990   4 -5 
Snake1223   Snake363  -3773 3873   4 3 
Snake1224   Snake1182  830 150   2 3 
Ladder1225   Ladder1125  3481 1609   -2 -4 
Snake1226   Snake727  4591 563   -2 1 
Ladder1227   Snake682  -6074 -2745   0 -1 
Snake1228   Ladder781  2395 2716   -1 5 
Ladder1229   Ladder1033  3780 -5053   -1 -5 
Ladder1230   Ladder1078  -4383 381   -1 -2 
Ladder1231   Snake351  -358 -8534   4 -3 
Snake1232   Snake1071  -2967 -7244   -4 2 
Snake1233   Snake305  -3606 6957   -4 4 
Snake1234   Ladder365  -1363 -1093   0 5 
Ladder1235   Snake496  4900 -3851   2 -3 
Ladder1236   Snake1038  -596 -2576   5 -5 
Ladder1237   Snake224  -933 -1546   4 -4 
Snake1238   Ladder942  1563 3654   1 2 
Snake1239   Ladder1199  -4214 7201   -3 3 
Ladder1240   Ladder1011  -500 2580   3 -4 
Snake1241   Snake1057  8054 7624   0 3 
Snake1242   Snake157  -8125 354   5 2 
Ladder1243   Snake251  1982 1579   -4 -3 
Snake1244   Snake766  2413 1275   5 1 
Snake1245   Snake427  -7282 7353   0 2 
Snake1246   Ladder616  944 -1067   -2 5 
Ladder1247   Ladder28  5770 -1489   5 -4 
Snake1248   Ladder40  -3026 -3013   -5 2 
Ladder1249   Ladder1055  -6761 4978   -4 -3 
Ladder1250   Ladder319  -5353 -457   4 -5 
Ladder1251   Ladder867  5971 -4796   -4 -4 
Snake1252   Ladder567  1454 -5414   -4 3 
Ladder1253   Snake337  -100 2379   2 -5 
Ladder1254   Snake896  -4644 1876   -1 -4 
Snake1255   Ladder617  2362 -7384   4 2 
Snake1256   Snake6  128 944   -5 2 
Ladder1257   Ladder332  1230 -6582   -4 -2 
Ladder1258   Ladder892  4851 -559   1 -4 
Snake1259   Ladder1225  739 2859   2 4 
Ladder1260   Snake413  3193 2063   2 -2 
Ladder1261   Snake461  -1404 -5100   3 -3 
Snake1262   Ladder421  -5068 -2197   1 2 
Snake1263   Ladder926  -1000 938   -4 5 
Snake1264   Snake839  3748 7396   3 4 
Ladder1265   Ladder130  303 292   1 -2 
Ladder1266   Snake739  3126 -1524   2 -5 
Snake1267   Snake196  -66 789   3 5 
Snake1268   Ladder18  -3450 1819   1 1 
Snake1269   Snake798  1513 1713   1 3 
Snake1270   Snake357  6158 2954   5 3 
Ladder1271   Snake506  8350 -155   5 -1 
Ladder1272   Snake1115  4694 1714   -2 -5 
Ladder1273   Snake694  3097 128   -1 -5 
Snake1274   Snake540  -1128 -3814   -3 2 
Ladder1275   Snake877  1133 -3314   -2 -1 
Ladder1276   Ladder397  -5970 163   2 -3 
Snake1277   Snake297  -3893 3713   0 2 
Ladder1278   Ladder1237  2106 529   -5 -5 
Ladder1279   Ladder308  3594 5560   4 -1 
Ladder1280   Ladder432  -1733 -704   -1 -1 
Snake1281   Ladder702  -5145 4262   5 3 
Snake1282   Ladder713  -7516 7856   1 4 
Snake1283   Ladder472  -1499 -789   5 4 
Snake1284   Ladder258  2148 -3681   -5 1 
Snake1285   Ladder602  2943 -2277   3 1 
Ladder1286   Ladder145  8007 -3300   -5 -2 
Snake1287   Ladder791  1180 4571   3 1 
Ladder1288   Ladder1072  -2045 2015   0 -1 
Ladder1289   Ladder181  -8052 4045   3 -1 
Snake1290   Snake881  -6932 836   4 5 
Snake1291   Ladder415  -4987 2820   0 4 
Snake1292   Snake689  447 -2545   -4 1 
Snake1293   Snake394  1017 296   5 5 
Snake1294   Ladder564  -209 -5070   4 5 
Ladder1295   Ladder1075  7873 -2868   1 -4 
Snake1296   Ladder206  -432 2089   1 4 
Ladder1297   Ladder1013  5857 4789   3 -1 
Snake1298   Ladder856  5511 -493   5 3 
Snake1299   Ladder521  6558 -6047   -5 2 
Ladder1300   Snake178  -3797 3381   0 -4 
Snake1301   Ladder1231  3788 1881   3 4 
Snake1302   Ladder139  7143 2391   -2 2 
Snake1303   Ladder92  647 3323   4 5 
Ladder1304   Snake935  -3376 3350   3 -2 
Ladder1305   Ladder572  -2658 5550   -1 -2 
Ladder1306   Ladder408  5728 -4021   -4 -5 
Snake1307   Snake985  -2826 2260   -1 2 
Ladder1308   Snake1244  7125 -6730   0 -3 
Ladder1309   Snake391  700 3218   3 -3 
Snake1310   Snake1206  -2336 595   1 5 
Snake1311   Snake884  -4273 -121   3 2 
Snake1312   Snake809  -6543 298   -4 4 
Snake1313   Snake693  456 1420   -3 4 
Ladder1314   Ladder423  -4692 2960   5 -4 
Snake1315   Ladder1230  7313 -5464   1 5 
Snake1316   Snake1216  8323 1566   -4 4 
Ladder1317   Snake477  -5470 -399   0 -1 
Ladder1318   Ladder1317  -1816 -1291   3 -4 
Snake1319   Ladder1247  1199 5545   -2 3 
Snake1320   Ladder1029  -233 1110   -2 4 
Ladder1321   Snake930  -2189 5290   4 -2 
Ladder1322   Snake164  -3589 8486   -2 -2 
Ladder1323   Snake171  639 -5158   -3 -2 
Ladder1324   Ladder142  4410 6349   0 -2 
Ladder1325   Ladder352  31 -4027   1 -1 
Ladder1326   Snake933  4248 -3794   -2 -5 
Snake1327   Snake1116  -1943 6642   2 2 
Ladder1328   Ladder71  1878 4786   -1 -2 
Ladder1329   Ladder425  1652 -428   2 -4 
Ladder1330   Snake1045  -3172 3166   -3 -3 
Ladder1331   Ladder1004  -4531 1471   -1 -2 
Snake1332   Snake10  2670 4711   1 5 
Snake1333   Snake1110  3593 3786   0 3 
Snake1334   Snake1162  -3970 -1666   5 3 
Snake1335   Snake848  -3979 -6715   5 2 
Snake1336   Ladder250  -2252 -9207   1 5 
Snake1337   Ladder923  -5452 2413   -4 1 
Snake1338   Ladder820  -1766 -3698   -1 5 
Ladder1339   Ladder1326  457 190   1 -5 
Snake1340   Ladder1247  1966 3769   -4 5 
Snake1341   Snake226  -1427 -6678   3 5 
Snake1342   Ladder991  1018 -1978   -4 2 
Snake1343   Snake358  3169 2857   -5 1 
Ladder1344   Snake623  -5148 484   2 -5 
Snake1345   Ladder619  3224 -3507   -1 4 
Ladder1346   Snake884  -6023 5635   3 -5 
Snake1347   Snake689  -4055 910   -3 4 
Snake1348   Ladder62  3650 -7831   5 5 
Ladder1349   Snake185  1210 -6336   0 -5 
Snake1350   Ladder947  524 -1502   0 3 
Snake1351   Snake710  -6656 -5863   2 3 
Snake1352   Ladder407  4339 -301   2 4 
Ladder1353   Ladder788  5578 3123   -1 -1 
Snake1354   Ladder802  3030 343   -4 3 
Ladder1355   Ladder1183  7504 -1394   -3 -1 
Snake1356   Ladder113  204 -5108   5 5 
Snake1357   Ladder633  -2749 -2463   3 5 
Ladder1358   Snake1287  -7184 -4687   5 -3 
Ladder1359   Snake1336  -480 3117   -5 -4 
Ladder1360   Ladder491  -6993 -5401   0 -1 
Snake1361   Snake1044  470 3765   -1 2 
Snake1362   Ladder1276  6163 9259   1 3 
Ladder1363   Snake809  -5086 -3875   -4 -3 
Snake1364   Snake668  3934 4633   3 4 
Snake1365   Ladder856  5371 -4083   2 2 
Ladder1366   Ladder209  763 -733   4 -1 
Ladder1367   Ladder106  732 -2378   1 -1 
Snake1368   Snake750  6424 -1997   0 4 
Ladder1369   Snake846  4498 2737   1 -3 
Ladder1370   Ladder1229  -518 3457   -3 -2 
Snake1371   Ladder823  7076 1701   -4 3 
Snake1372   Snake460  -6892 689   2 5 
Snake1373   Ladder180  4483 44   3 5 
Ladder1374   Ladder507  7357 424   -1 -5 
Ladder1375   Ladder1172  7006 5373   -2 -3 
Ladder1376   Snake476  -2548 -3074   3 -3 
Ladder1377   Snake394  -2058 -489   5 -4 
Ladder1378   Snake445  6873 693   0 -1 
Snake1379   Ladder32  -3342 -981   -1 4 
Snake1380   Ladder779  -4609 2012   1 1 
Snake1381   Snake37  6013 1988   5 5 
Snake1382   Ladder686  -3371 -2083   1 2 
Ladder1383   Snake1241  -6135 -8166   -4 -5 
Ladder1384   Ladder1190  -2448 -3416   -2 -3 
Snake1385   Snake995  1979 353   -2 5 
Ladder1386   Snake474  3497 907   5 -4 
Snake1387   Ladder807  -1680 198   2 5 
Ladder1388   Ladder396  8438 -5504   -2 -3 
Ladder1389   Snake897  -6380 -7514   2 -5 
Ladder1390   Ladder666  1635 -1227   1 -4 
Ladder1391   Snake1194  -114 -267   0 -2 
Snake1392   Snake134  -1792 -2344   1 5 
Ladder1393   Ladder1070  1369 -2485   2 -4 
Ladder1394   Ladder928  -199 1591   1 -2 
Ladder1395   Ladder1131  -1436 -3029   -3 -4 
Snake1396   Ladder801  -5247 1730   -1 5 
Snake1397   Snake1302  -2409 -993   -5 3 
Ladder1398   Snake800  608 3836   2 -1 
Snake1399   Ladder1251  -3054 3067   1 1 
Snake1400   Ladder1172  7131 -397   -3 3 
Ladder1401   Ladder1211  -870 4563   -4 -3 
Snake1402   Ladder165  4681 3469   -3 4 
Snake1403   Ladder435  -2958 3887   -5 1 
Ladder1404   Snake1316  -3655 1776   4 -1 
Snake1405   Snake999  5409 3778   -5 4 
Snake1406   Ladder390  -2903 -2137   -3 2 
Snake1407   Ladder1120  957 -587   -2 1 
Snake1408   Snake1031  -4457 1210   -2 4 
Ladder1409   Ladder952  4313 -1230   0 -3 
Snake1410   Ladder1276  1788 5447   3 2 
Snake1411   Ladder570  959 7150   -3 3 
Snake1412   Snake1392  -1083 -4731   1 1 
Snake1413   Ladder869  2608 3380   5 3 
Ladder1414   Ladder73  7333 1972   3 -5 
Ladder1415   Snake918  -798 -7976   -5 -5 
Ladder1416   Snake392  -6632 -2843   5 -4 
Snake1417   Ladder998  8367 -6038   -4 5 
Snake1418   Snake832  -488 1909   4 1 
Ladder1419   Ladder390  -2537 -3367   5 -2 
Snake1420   Ladder740  -6371 -5878   5 3 
Ladder1421   Ladder113  -2422 -4345   5 -2 
Ladder1422   Ladder665  5644 -1447   -5 -2 
Ladder1423   Snake694  -2759 4581   -3 -1 
Snake1424   Snake380  5678 4959   3 1 
Snake1425   Ladder705  -3914 161   -3 3 
Ladder1426   Snake983  -1669 -2092   -1 -5 
Snake1427   Ladder1366  -63 990   -2 4 
Ladder1428   Snake1081  -6722 4061   -3 -1 
Snake1429   Snake1121  -5792 -1205   -2 4 
Ladder1430   Ladder152  2687 993   -5 -2 
Ladder1431   Ladder334  4295 -3534   4 -1 
Ladder1432   Ladder1112  -4580 7349   4 -4 
Snake1433   Snake445  5351 -2340   -3 3 
Snake1434   Snake684  -2311 -3595   -5 5 
Snake1435   Snake1197  1396 -622   -2 4 
Snake1436   Snake224  -992 1703   -3 3 
Snake1437   Ladder405  -3757 224   -5 1 
Snake1438   Snake1166  2330 437   2 1 
Ladder1439   Snake794  4671 556   -1 -2 
Ladder1440   Snake738  3767 340   3 -2 
Snake1441   Ladder990  7027 -6682   -5 1 
Snake1442   Ladder966  -3966 -2455   -2 4 
Ladder1443   Snake222  3264 -2921   0 -2 
Ladder1444   Snake701  5305 2683   5 -5 
Snake1445   Snake484  -3796 -3988   0 2 
Ladder1446   Snake9  4520 -7518   2 -1 
Ladder1447   Snake171  -4210 909   3 -1 
Ladder1448   Snake592  1127 3521   0 -3 
Snake1449   Ladder1164  -3840 5783   -4 1 
Snake1450   Ladder1261  936 5127   3 4 
Snake1451   Ladder90  -984 8703   3 5 
Snake1452   Snake874  4163 6148   -5 1 
Snake1453   Ladder1323  3344 4626   -4 5 
Snake1454   Snake748  5098 3630   -5 2 
Ladder1455   Snake896  -3196 -3150   1 -3 
Snake1456   Snake1412  2643 3551   1 2 
Snake1457   Snake104  -5826 -6150   2 5 
Ladder1458   Snake1150  -4417 -4831   4 -1 
Ladder1459   Snake1104  3462 -4091   -4 -4 
Ladder1460   Snake1437  -511 -3506   0 -2 
Ladder1461   Ladder424  -1276 3034   4 -4 
Snake1462   Ladder1039  -6529 3621   2 3 
Ladder1463   Ladder450  486 -6311   -3 -1 
Snake1464   Ladder82  -118 5399   3 3 
Ladder1465   Ladder1189  -1785 -2663   -5 -1 
Snake1466   Snake1065  409 2198   -2 1 
Snake1467   Snake98  -8284 -402   5 4 
Ladder1468   Ladder197  -6020 -5999   -5 -2 
Ladder1469   Snake975  5670 -1457   5 -2 
Ladder1470   Ladder755  -1344 7633   2 -5 
Snake1471   Snake1348  -5666 7479   -3 4 
Snake1472   Snake439  5196 -197   5 3 
Snake1473   Ladder1272  -2021 -7656   -4 5 
Snake1474   Ladder267  5460 2410   2 3 
Ladder1475   Snake1000  549 -120   -3 -1 
Snake1476   Snake1094  6607 -1375   -2 1 
Snake1477   Snake1176  3008 -486   1 1 
Ladder1478   Snake1348  -3671 3498   5 -5 
Snake1479   Ladder295  -160 -5133   -1 4 
Ladder1480   Snake875  1887 -4301   -1 -2 
Snake1481   Ladder236  -4626 -407   0 3 
Snake1482   Ladder236  -3355 3218   2 2 
Ladder1483   Ladder1170  456 3065   5 -2 
Ladder1484   Snake368  2814 -5049   4 -3 
Snake1485   Ladder883  -3559 6124   -1 4 
Ladder1486   Snake568  -6811 -1377   4 -5 
Snake1487   Snake1442  4864 -1095   -3 1 
Snake1488   Ladder1415  4375 426   1 5 
Snake1489   Ladder1426  3381 -1081   1 3 
Snake1490   Ladder909  1199 -5745   3 1 
Ladder1491   Snake103  -3169 -5098   2 -2 
Snake1492   Ladder755  748 717   0 2 
Ladder1493   Snake200  -4306 -5428   4 -4 
Snake1494   Snake974  -4953 9029   1 1 
Snake1495   Ladder1227  5104 6466   3 5 
Snake1496   Snake1442  5821 5495   1 1 
Snake1497   Snake876  -2064 417   3 3 
Snake1498   Snake1408  3253 -2037   -5 2 
Snake1499   Ladder1151  -2644 -1536   -1 3 
Snake1500   Ladder1275  -817 -2094   -5 3 
Ladder1501   Snake783  -3929 -4529   5 -5 
Snake1502   Snake163  1561 2782   4 3 
Ladder1503   Ladder1117  3157 -385   -5 -5 
Ladder1504   Snake1122  -1353 1172   2 -5 
Snake1505   Snake1174  3399 -4605   -1 3 
Ladder1506   Snake1226  3633 1936   4 -3 
Snake1507   Ladder1132  2873 -3118   -3 4 
Ladder1508   Ladder1493  8518 1776   -2 -2 
Snake1509   Ladder176  293 -626   -2 2 
Snake1510   Ladder371  -5864 3225   -3 5 
Snake1511   Ladder952  5266 -516   -1 1 
Ladder1512   Ladder250  -2434 -1739   -1 -4 
Snake1513   Snake289  2368 469   4 2 
Snake1514   Snake578  7103 -2217   -2 3 
Snake1515   Snake315  -4197 5080   0 2 
Snake1516   Snake389  1661 5466   3 2 
Ladder1517   Snake900  1512 -227   -4 -2 
Ladder1518   Ladder678  7420 27   -5 -4 
Ladder1519   Ladder767  -3473 -3480   -4 -3 
Snake1520   Snake31  -363 7764   0 1 
Snake1521   Snake1299  -8004 -626   -5 4 
Ladder1522   Ladder789  -3128 1370   -2 -2 
Snake1523   Ladder950  2915 -5110   1 2 
Ladder1524   Ladder916  -3238 -4003   0 -5 
Ladder1525   Ladder1171  2097 7137   -5 -1 
Snake1526   Snake1307  3707 1470   5 5 
Snake1527   Ladder1109  2773 5188   4 5 
Snake1528   Ladder611  -324 -7952   0 1 
Snake1529   Snake534  -1449 -6227   0 2 
Ladder1530   Ladder1249  -1819 -3316   2 -1 
Ladder1531   Snake1233  -1062 -1640   2 -2 
Snake1532   Ladder415  849 -222   -2 5 
Snake1533   Ladder905  -2144 -2118   -2 5 
Snake1534   Ladder645  -358 -395   5 1 
Ladder1535   Ladder528  -922 3268   4 -4 
Snake1536   Snake701  3592 -3560   -1 1 
Snake1537   Snake1228  6319 -2875   -5 5 
Ladder1538   Snake253  -6279 2300   -5 -5 
Ladder1539   Ladder478  -1340 -6810   1 -3 
Snake1540   Snake479  79 -186   -5 5 
Snake1541   Snake1043  6389 -4206   -2 1 
Ladder1542   Ladder1183  5704 1967   -2 -1 
Snake1543   Snake775  1143 1231   0 2 
Snake1544   Snake875  3311 1147   3 3 
Snake1545   Snake317  3095 -4033   4 1 
Snake1546   Snake1146  -5184 -5509   5 5 
Snake1547   Snake634  -1863 -5732   4 1 
Ladder1548   Snake910  -5706 808   2 -2 
Snake1549   Ladder277  -5706 -2013   -4 3 
Snake1550   Ladder1415  5413 -288   -4 4 
Ladder1551   Ladder1041  2339 -6602   -4 -2 
Ladder1552   Snake330  -3042 -2973   -4 -1 
Snake1553   Snake330  -2949 1340   -3 4 
Ladder1554   Snake1263  5558 5695   1 -1 
Ladder1555   Ladder599  5656 -2175   -4 -3 
Ladder1556   Snake20  -4703 4167   -5 -4 
Ladder1557   Snake1413  -200 1278   -1 -4 
Ladder1558   Ladder166  -362 7029   2 -1 
Ladder1559   Snake164  -4779 -95   3 -2 
Ladder1560   Ladder1517  -6709 -1233   -3 -3 
Snake1561   Snake1014  -2515 5146   3 4 
Snake1562   Ladder404  -6743 -1333   0 3 
Ladder1563   Snake814  -5737 -7864   -5 -2 
Ladder1564   Ladder591  1645 -1023   2 -1 
Snake1565   Snake721  -2282 -5813   1 4 
Ladder1566   Snake426  3133 -2828   1 -1 
Snake1567   Ladder434  -1223 588   -5 5 
Ladder1568   Snake846  826 7330   5 -4 
Snake1569   Ladder249  -3986 3038   0 1 
Ladder1570   Snake1553  -5410 -1592   0 -4 
Ladder1571   Snake373  3476 1931   4 -1 
Ladder1572   Ladder1395  -2333 1270   3 -4 
Snake1573   Ladder450  4262 1305   1 4 
Snake1574   Snake126  -500 3656   3 4 
Ladder1575   Ladder1118  -788 -3463   5 -1 
Snake1576   Snake1494  5116 -1099   -3 2 
Ladder1577   Snake1476  -7524 -3126   4 -3 
Snake1578   Snake723  -3770 2188   -1 5 
Ladder1579   Ladder1321  4349 3121   1 -3 
Snake1580   Snake701  1171 536   2 3 
Snake1581   Ladder1423  3073 -1779   -1 5 
Ladder1582   Ladder129  -6971 1305   4 -3 
Snake1583   Ladder973  1320 -1584   -3 2 
Snake1584   Snake693  3471 939   4 4 
Snake1585   Ladder502  -6432 6593   3 5 
Ladder1586   Snake539  51 -4545   0 -2 
Ladder1587   Ladder1056  -7162 6270   4 -1 
Ladder1588   Ladder518  -4657 -8546   -5 -2 
Snake1589   Snake983  2178 -2335   -2 4 
Snake1590   Snake75  -3050 -3940   -2 1 
Ladder1591   Snake1239  4195 -7303   5 -5 
Snake1592   Snake1381  -4514 -856   -5 5 
Snake1593   Ladder1305  2245 -8059   2 5 
Snake1594   Snake77  5932 -3546   -3 1 
Ladder1595   Ladder271  -454 -5736   4 -4 
Snake1596   Ladder911  -1294 -2862   -5 5 
Ladder1597   Snake1035  -5822 3717   2 -5 
Snake1598   Ladder1288  -407 -1137   2 1 
Ladder1599   Snake1320  2058 541   -2 -1 
Ladder1600   Ladder1004  -3498 -4064   4 -5 
Snake1601   Snake1015  4345 4101   2 3 
Snake1602   Ladder1461  733 283   -1 4 
Ladder1603   Ladder802  5200 4627   -4 -3 
Ladder1604   Snake274  -2703 8360   -4 -2 
Snake1605   Snake263  5338 1271   1 4 
Snake1606   Ladder779  -690 2258   -4 1 
Snake1607   Ladder1211  -2883 3317   -5 3 
Ladder1608   Ladder997  1564 597   0 -1 
Ladder1609   Ladder1478  688 -2879   5 -5 
Snake1610   Snake88  -4537 -3345   4 2 
Ladder1611   Snake193  -4194 -3606   -1 -3 
Snake1612   Snake224  1252 5850   -3 5 
Snake1613   Snake773  6382 -6127   -2 5 
Ladder1614   Snake1238  7360 -6662   3 -5 
Ladder1615   Ladder768  1247 -2146   3 -3 
Snake1616   Ladder1297  -4189 -7347   3 4 
Snake1617   Ladder1443  -3839 7854   -5 4 
Snake1618   Snake66  -7040 -6236   2 1 
Snake1619   Snake5  -5844 -546   2 5 
Snake1620   Ladder146  2943 1300   -4 2 
Ladder1621   Ladder1559  7715 5357   5 -5 
Ladder1622   Ladder1130  -1270 30   -3 -4 
Snake1623   Snake749  -5588 2511   -1 5 
Snake1624   Snake392  -6515 -1720   -1 1 
Snake1625   Snake1259  88 362   -3 1 
Snake1626   Ladder243  2882 -1530   -2 3 
Ladder1627   Ladder1077  -649 1602   0 -4 
Snake1628   Snake1259  -6776 -1239   0 1 
Snake1629   Snake1057  -682 138   0 5 
Snake1630   Ladder828  3354 1217   -3 1 
Snake1631   Ladder821  -8866 -2733   -5 3 
Snake1632   Snake171  -250 -3963   -4 1 
Snake1633   Snake1142  6397 4159   4 5 
Ladder1634   Ladder970  -2132 -495   5 -3 
Ladder1635   Snake333  1401 -807   -4 -3 
Ladder1636   Snake1372  5984 -75   1 -5 
Snake1637   Snake912  3781 -1030   -1 4 
Ladder1638   Snake1285  -400 -3573   -1 -2 
Snake1639   Snake778  -502 1466   -4 1 
Ladder1640   Ladder726  -2217 -1457   -3 -2 
Ladder1641   Ladder1209  -2546 -2040   2 -2 
Ladder1642   Snake485  -3255 60   2 -4 
Ladder1643   Snake147  334 -653   3 -3 
Snake1644   Ladder1331  -2008 -6475   2 3 
Snake1645   Snake933  6393 -3750   2 5 
Snake1646   Snake1110  1074 -2618   0 5 
Ladder1647   Ladder1261  1510 2315   -4 -3 
Ladder1648   Snake1437  3744 -7983   -1 -4 
Snake1649   Ladder393  -1047 2705   3 3 
Ladder1650   Snake94  -2723 -403   -4 -1 
Ladder1651   Snake1031  -5604 2663   -3 -2 
Ladder1652   Snake671  -1405 978   -2 -1 
Ladder1653   Snake1195  -3343 220   2 -2 
Snake1654   Ladder355  -1944 1130   0 4 
Ladder1655   Ladder1257  -4239 278   2 -5 
Ladder1656   Snake805  744 -3894   5 -5 
Ladder1657   Ladder169  1755 906   1 -1 
Snake1658   Snake3  -1536 -2216   -4 3 
Snake1659   Ladder1370  -3785 4325   2 3 
Snake1660   Ladder397  -781 6523   0 5 
Ladder1661   Snake85  -5588 -2469   4 -3 
Ladder1662   Snake135  1392 -4448   -1 -2 
Ladder1663   Snake1298  1201 1703   -5 -5 
Snake1664   Ladder331  2631 3617   -4 4 
Ladder1665   Ladder1178  -2150 -643   -5 -3 
Snake1666   Snake305  -4288 7643   4 2 
Ladder1667   Ladder1394  -3935 1496   -3 -3 
Ladder1668   Snake1212  -6788 -163   5 -5 
Ladder1669   Ladder1638  -4167 2184   -5 -4 
Snake1670   Ladder1414  -4046 -940   0 3 
Ladder1671   Ladder236  2493 5143   -1 -2 
Ladder1672   Ladder1504  1054 849   3 -2 
Ladder1673   Snake1160  -7069 -1259   4 -2 
Ladder1674   Ladder1542  -3133 1060   -3 -1 
Ladder1675   Ladder139  438 5212   -1 -3 
Snake1676   Ladder129  -5753 155   2 3 
Snake1677   Ladder1609  -1217 733   1 3 
Ladder1678   Ladder963  3535 -1653   4 -4 
Ladder1679   Snake1593  427 1593   4 -3 
Ladder1680   Ladder1674  -120 3472   4 -2 
Ladder1681   Ladder577  -7694 4183   -3 -3 
Snake1682   Snake1027  -812 9135   3 3 
Snake1683   Ladder855  -3294 -3548   -5 4 
Ladder1684   Ladder300  -7334 -706   -2 -5 
Snake1685   Snake632  5517 -2523   4 4 
Ladder1686   Ladder424  -2942 2410   5 -4 
Snake1687   Ladder576  916 6647   -2 2 
Snake1688   Snake1340  -5380 2644   -5 2 
Ladder1689   Ladder810  3051 619   -1 -5 
Ladder1690   Snake1420  7064 1030   -1 -4 
Ladder1691   Snake719  192 -2611   1 -5 
Ladder1692   Ladder1641  -1530 1573   5 -3 
Ladder1693   Ladder1538  5910 1453   -1 -4 
Ladder1694   Snake1181  -7595 -1522   2 -1 
Ladder1695   Snake693  8106 3462   -1 -5 
Ladder1696   Ladder454  5699 -1472   -4 -5 
Snake1697   Ladder212  1562 4743   1 2 
Snake1698   Ladder1008  4240 -6584   4 2 
Ladder1699   Snake1136  -2748 -4595   2 -3 
Ladder1700   Snake881  -5021 2880   -4 -5 
Ladder1701   Snake774  2478 1607   2 -1 
Ladder1702   Ladder835  1135 -388   3 -4 
Snake1703   Ladder119  -2472 -7378   -1 3 
Ladder1704   Ladder1519  5796 330   -3 -2 
Snake1705   Snake1217  2408 -3011   -1 4 
Ladder1706   Snake550  3919 -5163   4 -1 
Snake1707   Snake625  965 226   -3 5 
Snake1708   Snake1259  -8246 -5356   0 4 
Ladder1709   Snake234  5405 7976   5 -5 
Snake1710   Snake860  1600 -1325   3 5 
Ladder1711   Snake1412  967 6963   5 -1 
Snake1712   Snake1079  -7336 -7116   -1 5 
Ladder1713   Ladder1465  -4374 6614   -5 -1 
Snake1714   Ladder1033  1284 1344   -5 2 
Ladder1715   Ladder591  1730 454   -4 -1 
Ladder1716   Snake1162  -9516 -4134   0 -5 
Snake1717   Snake1270  2261 585   5 4 
Ladder1718   Ladder869  -6419 2226   -5 -5 
Snake1719   Ladder1157  -6416 -2532   -2 2 
Snake1720   Snake830  3318 -4366   -3 5 
Ladder1721   Snake88  -6516 -4968   2 -3 
Ladder1722   Snake1169  2865 753   2 -5 
Ladder1723   Ladder524  5401 4306   5 -4 
Snake1724   Ladder1690  -5198 5127   0 2 
Ladder1725   Snake1103  -2971 -1354   5 -5 
Snake1726   Ladder890  -7156 -3434   1 4 
Ladder1727   Ladder767  1809 3272   0 -2 
Snake1728   Ladder1047  -4837 -4134   -5 5 
Snake1729   Snake1035  -7797 4679   2 5 
Ladder1730   Snake427  -7780 3460   0 -5 
Snake1731   Ladder944  2106 -3355   3 4 
Snake1732   Snake818  6966 3462   -2 3 
Ladder1733   Snake1129  4493 2258   0 -3 
Ladder1734   Snake1498  -560 2412   -3 -1 
